"Id","ParentId","CommentBody","CreatedById","CreatedDate","LastModifiedDate","IsPublished","IsDeleted"
"00aQk00000980ldIAA","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Account ACV has been changed to 557875.586666666694.
Priority has been changed to Medium.","0054u000006R8D6AAK","2024-09-16T16:05:32.000Z","2024-09-16T16:05:32.000Z","false","false"
"00aQk00000980nFIAQ","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Account ACV has been changed to 278937.793333333347.","0054u000006R8D6AAK","2024-09-16T16:05:33.000Z","2024-09-16T16:05:33.000Z","false","false"
"00aQk0000099LxhIAE","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Priority has been changed to High.
Escalation Reason has been changed to Data Collection.","0050g000006QqyEAAS","2024-09-17T15:07:08.000Z","2024-09-17T15:07:08.000Z","false","false"
"00aQk0000099MAbIAM","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Build Number has been changed to 90.","0054u000007MiY9AAK","2024-09-17T15:08:17.000Z","2024-09-17T15:08:17.000Z","false","false"
"00aQk000009BqJ4IAK","500Qk00000FpHPeIAN","Account management team are chasing for an update on this. Is there anything that can be communicated to them?","0054u000006goPuAAI","2024-09-19T10:56:32.000Z","2024-09-19T10:56:32.000Z","false","false"
"00aQk000009C8HZIA0","500Qk00000FpHPeIAN","No updates at this point. Reassigned to Damir since the customer is in EMEA","0054u000007MiY9AAK","2024-09-19T14:17:37.000Z","2024-09-19T14:17:37.000Z","false","false"
"00aQk000009HhEfIAK","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Escalating Engineer Name has been changed to User: Damir Akhmatshin.","0054u000006goPuAAI","2024-09-24T15:05:03.000Z","2024-09-24T15:05:03.000Z","false","false"
"00aQk000009Ka8cIAC","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the new comment has been added: no devops URL Created?","0050g000006QqyEAAS","2024-09-26T15:19:10.000Z","2024-09-26T15:19:10.000Z","false","false"
"00aQk000009LVwVIAW","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2024-09-27T10:51:19.000Z","2024-09-27T10:51:19.000Z","false","false"
"00aQk000009LVwXIAW","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the new comment has been added: Michael Burrofato:

@Salesforce Just informing that this did make it to devops:

https://dev.azure.com/NetwrixCorporation/StealthAUDIT/_workitems/edit/359062

[DevOps CommentId:10986361]","0054u000006gtWUAAY","2024-09-27T10:51:19.000Z","2024-09-27T10:51:19.000Z","false","false"
"00aQk000009LiIbIAK","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Status has been changed to Awaiting Client.","0054u000007p4sbAAA","2024-09-27T12:27:13.000Z","2024-09-27T12:27:13.000Z","false","false"
"00aQk000009PPxNIAW","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Status has been changed to Awaiting R&D.","0054u000007p4sbAAA","2024-10-01T11:55:49.000Z","2024-10-01T11:55:49.000Z","false","false"
"00aQk000009PZGkIAO","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the new comment has been added: We've upgraded to latest version, but scan would timeout, after NEA server restart the issue was resolved, closing support ticket.","0054u000007p4sbAAA","2024-10-01T11:56:57.000Z","2024-10-01T11:56:57.000Z","false","false"
"00aQk000009PZWrIAO","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Status has been changed to Closed - Resolved.","0054u000007p4sbAAA","2024-10-01T12:01:05.000Z","2024-10-01T12:01:05.000Z","false","false"
"00aQk000009PZWtIAO","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Account ACV has been changed to 557875.586666666694.","0054u000007p4sbAAA","2024-10-01T12:01:08.000Z","2024-10-01T12:01:08.000Z","false","false"
"00aQk000009PZYTIA4","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Account ACV has been changed to 278937.793333333347.","0054u000007p4sbAAA","2024-10-01T12:01:13.000Z","2024-10-01T12:01:13.000Z","false","false"
"00aQk00000CZZFLIA5","500Qk00000FpHPeIAN","On Escalation Ticket # 00421138 the Following Fields have been updated: 
Account ACV has been changed to 157225.793333333347.","0054u000006gtWUAAY","2025-03-27T13:36:08.000Z","2025-03-27T13:36:08.000Z","false","false"
