"Id","ParentId","CommentBody","CreatedById","CreatedDate","LastModifiedDate","IsPublished","IsDeleted"
"00aQk00000Cf20XIAR","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the Following Fields have been updated: 
Account ACV has been changed to 36289.00.
Priority has been changed to Medium.","0054u000007p4sbAAA","2025-04-01T12:52:11.000Z","2025-04-01T12:52:11.000Z","false","false"
"00aQk00000Cf23lIAB","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the Following Fields have been updated: 
Account ACV has been changed to 18144.50.","0054u000007p4sbAAA","2025-04-01T12:52:12.000Z","2025-04-01T12:52:12.000Z","false","false"
"00aQk00000CllcUIAR","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the new comment has been added: Hi, was this ticket assigned?","0054u000007p4sbAAA","2025-04-07T13:14:32.000Z","2025-04-07T13:14:33.000Z","false","false"
"00aQk00000CmScbIAF","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2025-04-07T20:23:12.000Z","2025-04-07T20:23:12.000Z","false","false"
"00aQk00000CmScdIAF","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the new comment has been added: Adam DeSapio:

@Michael Burrofato @Chris Brooks @Salesforce @WaitingOnEngineer

Yeah it seems like we need MigrateSchema to succeed to get CreateSchema to succeed. But the migrations for the relevant tables have been stable for 8 years. So it doesn't make sense that 11.5 was working and now the migration is failing. There must be some other piece of information we haven't been provided.


	 - 	Before upgrading, were there any issues on 11.5?
	 - 	What were they on prior to 11.5 such that they did not have bigint types? (that's what MigrateSchema does)
	 - 	Have they manipulated data in any way? manually dropping T1/T2 data, repair tool, drop tables, remove host, etc...

[DevOps CommentId:11900730]","0054u000006gtWUAAY","2025-04-07T20:23:13.000Z","2025-04-07T20:23:13.000Z","false","false"
"00aQk00000CmySnIAJ","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the Following Fields have been updated: 
Status has been changed to Awaiting Client.","0054u000007p4sbAAA","2025-04-08T08:59:37.000Z","2025-04-08T08:59:37.000Z","false","false"
"00aQk00000CnBJaIAN","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the new comment has been added: Hi, please find the answers below:

- Before upgrading, were there any issues on 11.5? - ""Other than the original issue that I was requested to upgraded from 11.5 to 11.6 for (DFS Namespace issue), I was not aware of any other issues with the system.""

I believe customer means this ticket that he has in past - https://dev.azure.com/NetwrixCorporation/StealthAUDIT/_workitems/edit/292619


- What were they on prior to 11.5 such that they did not have bigint types? (that's what MigrateSchema does) - ""Cannot recall.""

- Have they manipulated data in any way? manually dropping T1/T2 data, repair tool, drop tables, remove host, etc... - ""I did not personally manipulate any data prior to the upgrade, and we didn’t complete any of the tasks specified. The only actions we completed was retrieval of logs, disablement of jobs, and setting hosts specifically against jobs.""","0054u000007p4sbAAA","2025-04-08T12:45:25.000Z","2025-04-08T12:45:25.000Z","false","false"
"00aQk00000CnporIAB","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2025-04-08T19:29:13.000Z","2025-04-08T19:29:13.000Z","false","false"
"00aQk00000CnpotIAB","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the new comment has been added: Adam DeSapio:

@Salesforce @WaitingOnEngineer

It appears Host data was improperly dropped at some point

because when MigrateSchema tries to create the FK referencing the hosts table,
it fails indicating the ActivityEvents table has hosts not in the hosts table.
To verify run:

SELECT HOST FROM SA_FSAC_ActivityEvents
EXCEPT
SELECT ID FROM SA_FSAA_HOSTS;

Do the same for SA_FSAC_DailyActivity

[DevOps CommentId:11907274]","0054u000006gtWUAAY","2025-04-08T19:29:14.000Z","2025-04-08T19:29:14.000Z","false","false"
"00aQk00000CoGkDIAV","500Qk00000NLFwWIAX","On Escalation Ticket # 00440592 the Following Fields have been updated: 
Status has been changed to Awaiting Client.","0054u000007p4sbAAA","2025-04-09T05:44:30.000Z","2025-04-09T05:44:30.000Z","false","false"
