"Id","ParentId","CommentBody","CreatedById","CreatedDate","LastModifiedDate","IsPublished","IsDeleted"
"00aQk000009WgLVIA0","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the Following Fields have been updated: 
Account ACV has been changed to 11618797.3014097582664.","0054u000006goLGAAY","2024-10-07T17:57:16.000Z","2024-10-07T17:57:16.000Z","false","false"
"00aQk000009WgN7IAK","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the Following Fields have been updated: 
Account ACV has been changed to 5809398.6507048791332.","0054u000006goLGAAY","2024-10-07T17:57:18.000Z","2024-10-07T17:57:18.000Z","false","false"
"00aQk000009Wu0HIAS","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2024-10-07T20:13:35.000Z","2024-10-07T20:13:35.000Z","false","false"
"00aQk000009Wu0JIAS","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the new comment has been added: Michael Burrofato:

@Salesforce @Ethan Israel @Chris Brooks @Helen Randall @Adam DeSapio  We already have a hotfix available for more granular output for FS Action Modules results:
https://nwxcorp.lightning.force.com/lightning/r/General__kav/ka0Qk0000002sifIAA/view


I believe that hotfix was only posted for 11.5, and looks like the customer is on 11.6. So we can get an 11.6 version of that posted if needed.

Can we get provided the version of NEA they are running so we can check whether they have this fix or not?

[DevOps CommentId:11024484]","0054u000006gtWUAAY","2024-10-07T20:13:36.000Z","2024-10-07T20:13:36.000Z","false","false"
"00aQk000009XYfFIAW","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the Following Fields have been updated: 
Product Version has been changed to 11.5.","0054u000006goLGAAY","2024-10-08T11:57:42.000Z","2024-10-08T11:57:42.000Z","false","false"
"00aQk000009XYnKIAW","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the new comment has been added: sorry this console was 11.5.0.234","0054u000006goLGAAY","2024-10-08T11:58:28.000Z","2024-10-08T11:58:28.000Z","false","false"
"00aQk000009XchFIAS","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the Following Fields have been updated: 
Status has been changed to Awaiting R&D.","0054u000006goLGAAY","2024-10-08T13:04:51.000Z","2024-10-08T13:04:51.000Z","false","false"
"00aQk000009XeHfIAK","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2024-10-08T13:55:25.000Z","2024-10-08T13:55:25.000Z","false","false"
"00aQk000009XeHhIAK","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the new comment has been added: Chris Brooks:

@Michael Burrofato @Ethan Israel @Helen Randall @Adam DeSapio @Salesforce 
Hi Paul
That build you mentioned is from July 2023.

The Hotfix that we sent out for this issue occurred April 2024.

Could you please have them apply that hotfix and if the issue persists, provide updated logs:
https://nwxcorp.lightning.force.com/lightning/r/General__kav/ka0Qk0000002sifIAA/view

[DevOps CommentId:11029633]","0054u000006gtWUAAY","2024-10-08T13:55:25.000Z","2024-10-08T13:55:25.000Z","false","false"
"00aQk000009YxABIA0","500Qk00000Gk3pkIAB","On Escalation Ticket # 00423166 the new comment has been added: Information relayed to customer and times offered","0054u000006goLGAAY","2024-10-09T12:47:00.000Z","2024-10-09T12:47:00.000Z","false","false"
