"Id","ParentId","CommentBody","CreatedById","CreatedDate","LastModifiedDate","IsPublished","IsDeleted"
"00aQk000007XbRPIA0","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the Following Fields have been updated: 
Account ACV has been changed to 1692000.00.","005Qk000001nViFIAU","2024-06-25T12:24:58.000Z","2024-06-25T12:24:58.000Z","false","false"
"00aQk000007XdBRIA0","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the Following Fields have been updated: 
Account ACV has been changed to 846000.00.","005Qk000001nViFIAU","2024-06-25T12:24:59.000Z","2024-06-25T12:24:59.000Z","false","false"
"00aQk000007gsmLIAQ","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the Following Fields have been updated: 
Account ACV has been changed to 1370160.00.","005Qk000001nViFIAU","2024-07-02T12:38:14.000Z","2024-07-02T12:38:14.000Z","false","false"
"00aQk000007z3jMIAQ","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the new comment has been added: Laura-Dana Gyorgy:

Cases checked: 
USB storage devices right set to Allow Access - Rufus returned ERROR Access denied
USB storage device right set to Deny Access with User Remediation enabled and active on client - Rufus returned ERROR Access denied
USB storage device right set to Deny Access with User Remediation enabled and active on client and Unknown Devices right set to Allow Access - Rufus finished the job successfully.
USB storage device right set to Deny Access with User Remediation enabled and inactive on client and Unknown Devices right set to Allow Access - Rufus finished the job successfully.

Also there is an EPP ticket for this issue 325599.

CC @Cristian-Alexandru Halmajan @Cecilia-Maria Iepure

[DevOps CommentId:10490415]","0054u000006gtWUAAY","2024-07-17T14:54:25.000Z","2024-07-17T14:54:25.000Z","false","false"
"00aQk000007z3jNIAQ","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the new comment has been added: Alin Anca:

@Cecilia-Maria Iepure @Cristian-Alexandru Halmajan can we have an update on this please? is there a test build that we can provide the customer with?
Thank you

[DevOps CommentId:10579369]","0054u000006gtWUAAY","2024-07-17T14:54:25.000Z","2024-07-17T14:54:25.000Z","false","false"
"00aQk000007z3jOIAQ","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the new comment has been added: Michael Paye:

[Force comment sync]

[DevOps CommentId:10587466]","0054u000006gtWUAAY","2024-07-17T14:54:25.000Z","2024-07-17T14:54:25.000Z","false","false"
"00aQk0000080F5iIAE","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2024-07-18T13:31:32.000Z","2024-07-18T13:31:32.000Z","false","false"
"00aQk0000080F5kIAE","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the new comment has been added: Cecilia-Maria Iepure:

@WaitingOnEngineer Dev are working on this item

[DevOps CommentId:10592423]","0054u000006gtWUAAY","2024-07-18T13:31:33.000Z","2024-07-18T13:31:33.000Z","false","false"
"00aQk0000081bAcIAI","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the new comment has been added: Robert Zavalczki:

The good news is that we were are able to reproduce this issue and are working on a fix. For now our customer can use the workaround to grant ""Allow Access"" permissions to the ""Unknown Device"" category.
As for their question:

> ""If the blocking is done by the EPP Agent, why is no User Remediation displayed? I also could not find a report entry for ""Unknown Device"". Do ""Unknown Devices"" not generate any entries?

the reply is:

The ""Unknown Device"" category doesn't represent a real peripheral device that is connected to the PC. There are no logs or remediation pop-ups related to the ""Unknown Device"".

Endpoint Protector only uses the access right assigned to the ""Unknown Device"" category and sets it to storage volumes detected by our driver for which we fail to detect an attached peripheral or internal device such as a disk or a USB thumb-drive.

I wish the above would be documented in our user manual. FYI @Cecilia-Maria Iepure @Cristian-Alexandru Halmajan

[DevOps CommentId:10597046]","0054u000006gtWUAAY","2024-07-19T10:41:21.000Z","2024-07-19T10:41:21.000Z","false","false"
"00aQk0000081k0zIAA","500Qk00000BpeI2IAJ","On Escalation Ticket # 00412912 the Following Fields have been updated: 
Status has been changed to Awaiting Client.","005Qk000001nViFIAU","2024-07-19T13:11:48.000Z","2024-07-19T13:11:48.000Z","false","false"
